Year, Month, Day, Hour, Hs [m], Tp [s], Tz [s], Dm [deg]
354,5,13,15,1.42,7.73,5.61,352.52
354,5,13,18,1.38,7.67,5.57,352.78
354,5,13,21,1.34,7.57,5.5,353.16
354,5,14,0,1.33,7.41,5.28,353.7
354,5,14,3,1.34,7.21,5.13,354.66
354,5,14,6,1.31,7.08,5.14,355.54
354,5,14,9,1.29,6.98,5.13,356.37
354,5,14,12,1.28,6.9,5.12,356.98
354,5,14,15,1.3,6.83,5.08,356.99
354,5,14,18,1.35,6.78,5.03,356.32
354,5,14,21,1.41,6.8,5.07,355.41
354,5,15,0,1.47,6.9,5.13,354.5
354,5,15,3,1.51,7.03,5.19,354.22
354,5,15,6,1.52,7.15,5.27,354.23
354,5,15,9,1.5,7.24,5.32,354.17
354,5,15,12,1.46,7.31,5.34,353.76
354,5,15,15,1.41,7.36,5.34,352.68
354,5,15,18,1.36,7.41,5.31,350.9
354,5,15,21,1.31,7.47,5.3,348.54
354,5,16,0,1.27,7.5,5.31,345.89
354,5,16,3,1.23,7.53,5.34,343.27
354,5,16,6,1.2,7.58,5.37,340.91
354,5,16,9,1.17,7.63,5.41,339.04
354,5,16,12,1.15,7.67,5.44,337.94
354,5,16,15,1.12,7.69,5.45,337.91
354,5,16,18,1.11,7.7,5.46,339.09
354,5,16,21,1.09,7.67,5.46,341.3
354,5,17,0,1.09,7.59,5.46,344.42
354,5,17,3,1.1,7.53,5.48,348.2
354,5,17,6,1.13,7.52,5.5,351.58
354,5,17,9,1.14,7.57,5.53,353.75
354,5,17,12,1.14,7.64,5.53,354.9
354,5,17,15,1.13,7.69,5.5,355.48
354,5,17,18,1.11,7.71,5.46,355.77
354,5,17,21,1.11,7.63,5.41,356.14
354,5,18,0,1.14,7.53,5.34,356.83
354,5,18,3,1.18,7.54,5.35,357.54
354,5,18,6,1.22,7.56,5.39,358.01
354,5,18,9,1.25,7.56,5.42,358.34
354,5,18,12,1.26,7.55,5.43,358.5
354,5,18,15,1.25,7.5,5.41,358.52
354,5,18,18,1.24,7.43,5.38,358.38
354,5,18,21,1.22,7.35,5.35,358.02
354,5,19,0,1.21,7.28,5.32,357.53
354,5,19,3,1.18,7.22,5.31,357.04
354,5,19,6,1.15,7.17,5.3,356.57
354,5,19,9,1.11,7.13,5.28,356.02
354,5,19,12,1.06,7.09,5.25,355.43
354,5,19,15,1.02,7.03,5.2,354.85
354,5,19,18,0.98,6.98,5.16,354.18
354,5,19,21,0.94,6.95,5.13,353.33
354,5,20,0,0.9,6.94,5.11,352.27
354,5,20,3,0.86,6.93,5.08,351.09
354,5,20,6,0.83,6.92,5.05,349.83
354,5,20,9,0.8,6.93,5.03,348.41
354,5,20,12,0.76,6.95,5.02,346.68
354,5,20,15,0.74,7.02,5.01,344.45
354,5,20,18,0.71,7.09,5.02,341.49
354,5,20,21,0.69,7.14,5.06,337.55
354,5,21,0,0.68,7.22,5.12,332.56
354,5,21,3,0.67,7.33,5.2,326.86
354,5,21,6,0.68,7.47,5.3,320.99
354,5,21,9,0.68,7.63,5.41,315.46
354,5,21,12,0.69,7.8,5.53,310.67
354,5,21,15,0.69,7.95,5.63,306.92
354,5,21,18,0.69,8.06,5.71,304.34
354,5,21,21,0.69,8.12,5.75,302.96
354,5,22,0,0.68,8.11,5.75,302.79
354,5,22,3,0.66,8.03,5.7,303.89
354,5,22,6,0.63,7.89,5.6,306.39
354,5,22,9,0.61,7.7,5.46,310.34
354,5,22,12,0.58,7.5,5.32,315.61
354,5,22,15,0.56,7.31,5.18,321.83
354,5,22,18,0.54,7.13,5.05,328.45
354,5,22,21,0.53,6.95,4.93,334.93
354,5,23,0,0.53,6.77,4.8,340.9
354,5,23,3,0.55,6.59,4.68,346.06
354,5,23,6,0.58,6.45,4.57,349.91
354,5,23,9,0.62,6.4,4.54,352.11
354,5,23,12,0.67,6.4,4.54,351.75
354,5,23,15,0.71,6.49,4.6,340.62
354,5,23,18,0.75,6.61,4.69,296.8
354,5,23,21,0.79,6.71,4.76,244.97
354,5,24,0,0.82,6.81,4.83,231.91
354,5,24,3,0.84,6.9,4.89,233.9
354,5,24,6,0.85,6.96,4.94,241.02
354,5,24,9,0.86,6.99,4.96,248.55
354,5,24,12,0.87,7.02,4.98,258.52
354,5,24,15,0.86,7.05,5,270.92
354,5,24,18,0.85,7.06,5.01,282.76
354,5,24,21,0.85,7.03,4.99,290.9
354,5,25,0,0.85,6.93,4.91,292.85
354,5,25,3,0.86,6.75,4.79,263.84
354,5,25,6,0.88,6.62,4.7,163
354,5,25,9,0.91,6.52,4.62,146.16
354,5,25,12,0.95,6.42,4.57,138.98
354,5,25,15,0.99,6.23,4.63,136.94
354,5,25,18,1.02,6.19,4.74,136.32
354,5,25,21,1.05,6.22,4.83,135.72
354,5,26,0,1.06,6.3,4.88,135.41
354,5,26,3,1.06,6.33,4.83,134.47
354,5,26,6,1.06,6.23,4.66,131.88
354,5,26,9,1.03,6.15,4.61,131.15
354,5,26,12,0.96,6.16,4.65,132.09
354,5,26,15,0.89,6.19,4.67,133.25
354,5,26,18,0.83,6.25,4.67,134.39
354,5,26,21,0.78,6.34,4.67,135.96
354,5,27,0,0.74,6.47,4.67,138.15
354,5,27,3,0.7,6.6,4.68,141.21
354,5,27,6,0.67,6.61,4.69,145.44
354,5,27,9,0.65,6.61,4.69,151.01
354,5,27,12,0.64,6.58,4.66,156.42
354,5,27,15,0.65,6.51,4.61,155.87
354,5,27,18,0.67,6.49,4.6,147.29
354,5,27,21,0.7,6.54,4.63,136.96
354,5,28,0,0.73,6.61,4.69,128.19
354,5,28,3,0.76,6.62,4.69,118.27
354,5,28,6,0.82,6.33,4.48,104.89
354,5,28,9,0.88,6.22,4.41,98.72
354,5,28,12,0.89,6.39,4.53,98.46
354,5,28,15,0.89,6.51,4.61,99.54
354,5,28,18,0.91,6.46,4.58,103.94
354,5,28,21,0.91,6.47,4.59,106.67
354,5,29,0,0.88,6.62,4.69,100.63
354,5,29,3,0.85,6.72,4.77,85.81
354,5,29,6,0.83,6.83,4.85,63.22
354,5,29,9,0.81,6.96,4.93,40.72
354,5,29,12,0.79,7.07,5.01,25.94
354,5,29,15,0.78,7.16,5.08,17.11
354,5,29,18,0.77,7.16,5.08,11.68
354,5,29,21,0.8,6.68,4.73,9.09
354,5,30,0,0.86,6.32,4.48,11.98
354,5,30,3,0.89,6.3,4.47,20.11
354,5,30,6,0.88,6.44,4.57,8.05
354,5,30,9,0.86,6.54,4.64,2.18
354,5,30,12,0.84,6.64,4.71,358.57
354,5,30,15,0.82,6.75,4.78,355.79
354,5,30,18,0.81,6.82,4.84,353.61
354,5,30,21,0.79,6.96,4.94,352.61
354,5,31,0,0.81,6.69,4.74,358.9
354,5,31,3,0.84,6.45,4.58,4.12
354,5,31,6,0.83,6.74,4.78,0.4
354,5,31,9,0.82,6.86,4.86,357.84
354,5,31,12,0.81,6.88,4.88,356.03
354,5,31,15,0.81,6.87,4.87,354.31
354,5,31,18,0.8,6.83,4.84,352.65
354,5,31,21,0.8,6.79,4.81,351.15
354,6,1,0,0.8,6.78,4.81,349.8
354,6,1,3,0.78,6.74,4.81,348.53
354,6,1,6,0.77,6.65,4.82,347.29
354,6,1,9,0.75,6.58,4.83,346.08
354,6,1,12,0.73,6.51,4.84,344.9
354,6,1,15,0.72,6.46,4.84,343.82
354,6,1,18,0.71,6.42,4.85,342.88
354,6,1,21,0.7,6.4,4.86,342.01
354,6,2,0,0.68,6.4,4.88,341.15
354,6,2,3,0.67,6.4,4.89,340.26
354,6,2,6,0.66,6.41,4.89,339.38
354,6,2,9,0.65,6.42,4.88,338.59
354,6,2,12,0.64,6.42,4.87,337.94
354,6,2,15,0.63,6.43,4.86,337.55
354,6,2,18,0.63,6.44,4.82,337.68
354,6,2,21,0.66,6.38,4.52,338.32
354,6,3,0,0.67,6.35,4.5,339.8
354,6,3,3,0.68,6.36,4.65,342.18
354,6,3,6,0.69,6.38,4.73,345.03
354,6,3,9,0.72,6.42,4.81,348.11
354,6,3,12,0.75,6.48,4.9,351.03
354,6,3,15,0.78,6.57,5,353.66
354,6,3,18,0.82,6.68,5.09,355.89
354,6,3,21,0.87,6.8,5.18,357.71
354,6,4,0,0.93,6.94,5.27,359.34
354,6,4,3,1,7.11,5.39,0.8
354,6,4,6,1.07,7.33,5.53,1.99
354,6,4,9,1.13,7.55,5.65,2.99
354,6,4,12,1.17,7.76,5.73,3.69
354,6,4,15,1.21,7.93,5.78,4
354,6,4,18,1.24,8.1,5.81,4.15
354,6,4,21,1.27,8.29,5.89,4.3
354,6,5,0,1.3,8.46,6,4.29
354,6,5,3,1.33,8.6,6.1,4.02
354,6,5,6,1.35,8.7,6.17,3.55
354,6,5,9,1.35,8.75,6.2,2.92
354,6,5,12,1.33,8.74,6.19,2.16
354,6,5,15,1.28,8.65,6.13,1.29
354,6,5,18,1.23,8.47,6.01,0.4
354,6,5,21,1.18,8.13,5.76,359.77
354,6,6,0,1.15,7.66,5.43,359.83
354,6,6,3,1.13,7.24,5.13,0.82
354,6,6,6,1.13,6.85,4.86,4.28
354,6,6,9,1.14,6.6,4.68,12.99
354,6,6,12,1.16,6.44,4.56,44.23
354,6,6,15,1.18,6.33,4.48,107.34
354,6,6,18,1.2,6.26,4.48,133.5
354,6,6,21,1.32,5.93,4.51,138.79
354,6,7,0,1.63,5.83,4.63,136.42
354,6,7,3,1.85,6.06,4.83,137.65
354,6,7,6,1.86,6.28,4.94,141.91
354,6,7,9,1.64,6.32,4.86,145.82
354,6,7,12,1.45,6.28,4.76,149.96
354,6,7,15,1.33,6.2,4.67,154.85
354,6,7,18,1.23,6.21,4.63,162.19
354,6,7,21,1.12,6.35,4.67,169.32
354,6,8,0,1.05,6.53,4.72,176.78
354,6,8,3,1,6.75,4.78,184.93
354,6,8,6,0.99,6.76,4.8,192.19
354,6,8,9,0.99,6.71,4.76,196.39
354,6,8,12,1.02,6.61,4.69,197
354,6,8,15,1.05,6.51,4.62,195.94
354,6,8,18,1.04,6.5,4.61,196.45
354,6,8,21,1.01,6.45,4.57,196.69
354,6,9,0,0.98,6.44,4.56,198.16
354,6,9,3,0.95,6.48,4.59,200.76
354,6,9,6,0.94,6.43,4.56,200.61
354,6,9,9,0.96,6.33,4.49,196.43
354,6,9,12,1.04,6.23,4.42,189.89
354,6,9,15,1.15,6.07,4.42,188.26
354,6,9,18,1.21,6.04,4.48,192.59
354,6,9,21,1.21,6.14,4.54,194.31
354,6,10,0,1.25,6.16,4.56,191.56
354,6,10,3,1.23,6.3,4.62,189.72
354,6,10,6,1.21,6.43,4.68,189.82
354,6,10,9,1.19,6.59,4.76,197.36
354,6,10,12,1.19,6.71,4.77,209.91
354,6,10,15,1.2,6.74,4.78,224.08
354,6,10,18,1.18,6.81,4.83,235.38
354,6,10,21,1.14,7,4.97,241.36
354,6,11,0,1.09,7.14,5.14,245.55
354,6,11,3,1.05,7.25,5.24,249.97
354,6,11,6,1.03,7.34,5.31,254.13
354,6,11,9,1.01,7.4,5.34,257.52
354,6,11,12,0.99,7.46,5.32,259.52
354,6,11,15,0.99,7.39,5.24,259.75
354,6,11,18,0.98,7.39,5.24,260.22
354,6,11,21,0.96,7.42,5.26,261.34
354,6,12,0,0.94,7.46,5.29,262.83
354,6,12,3,0.92,7.49,5.31,264.18
354,6,12,6,0.9,7.48,5.3,265.34
354,6,12,9,0.88,7.39,5.24,266.44
354,6,12,12,0.87,7.3,5.17,267.79
354,6,12,15,0.86,7.25,5.14,269.6
354,6,12,18,0.85,7.2,5.1,272.47
354,6,12,21,0.85,6.87,4.87,280.07
354,6,13,0,0.9,6.4,4.54,291.76
354,6,13,3,0.99,6.12,4.34,300.28
354,6,13,6,1.05,6.18,4.38,300.78
354,6,13,9,1.09,6.24,4.43,298.13
354,6,13,12,1.17,6.32,4.49,300.37
354,6,13,15,1.25,6.32,4.56,305.1
354,6,13,18,1.27,6.46,4.63,306.4
354,6,13,21,1.24,6.6,4.68,304.66
354,6,14,0,1.2,6.73,4.77,302.19
354,6,14,3,1.17,6.84,4.85,300.39
354,6,14,6,1.19,6.83,4.84,301.21
354,6,14,9,1.22,6.81,4.83,304.93
354,6,14,12,1.23,6.86,4.86,308.07
354,6,14,15,1.26,6.81,4.83,312.36
354,6,14,18,1.31,6.73,4.77,317.62
354,6,14,21,1.38,6.69,4.74,323.33
354,6,15,0,1.42,6.72,4.76,328.31
354,6,15,3,1.38,6.79,4.81,330.2
354,6,15,6,1.29,6.87,4.87,329.6
354,6,15,9,1.22,6.91,4.9,328.96
354,6,15,12,1.14,7.03,4.98,326.06
354,6,15,15,1.08,7.05,5,323.67
354,6,15,18,1.06,6.87,4.87,324.03
354,6,15,21,1.09,6.63,4.7,327.32
354,6,16,0,1.13,6.54,4.63,331.3
354,6,16,3,1.11,6.6,4.68,334.03
354,6,16,6,1.08,6.73,4.77,335.76
354,6,16,9,1.05,6.87,4.87,337.22
354,6,16,12,1.03,6.94,4.92,339.43
354,6,16,15,1.02,7.02,4.98,340.82
354,6,16,18,1.01,7.15,5.07,341.14
354,6,16,21,1,7.27,5.15,340.94
354,6,17,0,0.99,7.39,5.24,339.87
354,6,17,3,0.98,7.51,5.33,337.9
354,6,17,6,0.97,7.61,5.39,335.46
354,6,17,9,0.95,7.61,5.39,333.48
354,6,17,12,0.95,7.4,5.24,334.2
354,6,17,15,0.97,7.19,5.1,337.76
354,6,17,18,0.98,7.1,5.03,343.1
354,6,17,21,0.99,7.05,5,351.56
354,6,18,0,0.99,7.03,4.99,6.32
354,6,18,3,0.97,7.05,5,29.46
354,6,18,6,0.95,7.09,5.03,60.64
354,6,18,9,0.94,7.06,5.01,90.42
354,6,18,12,0.94,7,4.96,107.65
354,6,18,15,0.98,7.01,4.97,118.5
354,6,18,18,1.05,7.08,5.05,125.06
354,6,18,21,1.11,7.16,5.13,128.66
354,6,19,0,1.12,7.24,5.21,130.6
354,6,19,3,1.09,7.26,5.23,131.52
354,6,19,6,1.04,7.19,5.16,130.53
354,6,19,9,1,6.99,4.96,126.12
354,6,19,12,0.97,6.82,4.84,122.41
354,6,19,15,0.95,6.64,4.82,120.83
354,6,19,18,0.93,6.56,4.81,120.12
354,6,19,21,0.9,6.53,4.79,119.65
354,6,20,0,0.86,6.54,4.77,118.86
354,6,20,3,0.82,6.57,4.74,117.57
354,6,20,6,0.8,6.59,4.68,116.83
354,6,20,9,0.77,6.53,4.63,118.11
354,6,20,12,0.76,6.46,4.58,121.13
354,6,20,15,0.75,6.4,4.54,125.73
354,6,20,18,0.75,6.36,4.51,131.98
354,6,20,21,0.75,6.38,4.52,137.89
354,6,21,0,0.73,6.4,4.54,143.26
354,6,21,3,0.72,6.44,4.57,149.78
354,6,21,6,0.69,6.5,4.61,161.09
354,6,21,9,0.67,6.54,4.64,184.58
354,6,21,12,0.65,6.61,4.69,229.1
354,6,21,15,0.62,6.72,4.76,263.93
354,6,21,18,0.61,6.79,4.81,277.15
354,6,21,21,0.59,6.8,4.82,280.69
354,6,22,0,0.59,6.75,4.78,279.16
354,6,22,3,0.59,6.66,4.72,275.5
354,6,22,6,0.59,6.57,4.66,272.01
354,6,22,9,0.59,6.53,4.63,270.54
354,6,22,12,0.59,6.49,4.6,270.2
354,6,22,15,0.59,6.5,4.61,270.67
354,6,22,18,0.57,6.64,4.7,271.77
354,6,22,21,0.56,6.74,4.78,273.15
354,6,23,0,0.55,6.83,4.84,274.77
354,6,23,3,0.55,6.9,4.89,276.81
354,6,23,6,0.54,6.95,4.93,279.41
354,6,23,9,0.54,7,4.96,282.48
354,6,23,12,0.55,7.04,4.99,285.79
354,6,23,15,0.55,7.07,5.02,288.99
354,6,23,18,0.56,7.11,5.04,291.77
354,6,23,21,0.57,7.13,5.05,294.09
354,6,24,0,0.59,6.86,4.86,298.79
354,6,24,3,0.63,6.38,4.53,309.19
354,6,24,6,0.69,6.11,4.33,322.96
354,6,24,9,0.75,6.19,4.39,331.76
354,6,24,12,0.82,6.28,4.45,340.93
354,6,24,15,0.91,6.34,4.49,350.04
354,6,24,18,1.1,6.27,4.45,1.07
354,6,24,21,1.31,6.44,4.57,4.34
354,6,25,0,1.52,6.68,4.74,2.35
354,6,25,3,1.6,7,4.96,357.29
354,6,25,6,1.65,7.42,5.26,350.72
354,6,25,9,1.72,7.77,5.51,345.5
354,6,25,12,1.83,8.04,5.71,342.53
354,6,25,15,2,8.14,5.77,343.43
354,6,25,18,2.21,8.14,5.77,351.06
354,6,25,21,2.37,8.26,5.86,7.36
354,6,26,0,2.39,8.36,5.97,30
354,6,26,3,2.3,8.34,6.07,40.5
354,6,26,6,2.16,8.26,6.13,27.07
354,6,26,9,2,8.14,6.11,6.16
354,6,26,12,1.84,8.01,6.05,351.58
354,6,26,15,1.7,7.87,5.93,344.7
354,6,26,18,1.59,7.68,5.67,343.73
354,6,26,21,1.61,7.26,5.21,346.72
354,6,27,0,1.74,6.81,5.05,347.36
354,6,27,3,1.84,6.76,5.09,345.63
354,6,27,6,1.91,6.81,5.14,343.31
354,6,27,9,1.9,6.86,5.14,340.93
354,6,27,12,1.91,6.83,5.12,338.44
354,6,27,15,1.94,6.79,5.11,336.01
354,6,27,18,1.91,6.74,5.08,333.14
354,6,27,21,1.82,6.66,5.03,330.74
354,6,28,0,1.71,6.59,4.97,329.69
354,6,28,3,1.62,6.54,4.93,330.51
354,6,28,6,1.56,6.5,4.91,332.35
354,6,28,9,1.55,6.46,4.89,334.93
354,6,28,12,1.57,6.49,4.91,337.28
354,6,28,15,1.62,6.56,4.93,338.38
354,6,28,18,1.7,6.66,4.99,338.4
354,6,28,21,1.82,6.77,5.06,338.32
354,6,29,0,1.93,6.89,5.15,337.88
354,6,29,3,2.03,7,5.23,337.63
354,6,29,6,2.1,7.12,5.29,337.39
354,6,29,9,2.21,7.2,5.34,336.91
354,6,29,12,2.32,7.25,5.39,336.51
354,6,29,15,2.37,7.28,5.42,335.97
354,6,29,18,2.41,7.27,5.43,334.68
354,6,29,21,2.44,7.26,5.42,333.87
354,6,30,0,2.43,7.25,5.4,334.05
354,6,30,3,2.36,7.18,5.35,334.57
354,6,30,6,2.21,7.08,5.27,334.93
354,6,30,9,2.04,6.95,5.17,334.78
354,6,30,12,1.8,6.89,5.04,333.92
354,6,30,15,1.61,6.87,4.95,332.49
354,6,30,18,1.46,6.86,4.89,329.66
354,6,30,21,1.32,6.89,4.89,326.05
354,7,1,0,1.18,7.04,4.99,322.41
354,7,1,3,1.08,7.22,5.15,317.91
354,7,1,6,1.02,7.31,5.25,312.2
354,7,1,9,0.99,7.4,5.32,305.84
354,7,1,12,0.98,7.48,5.39,300.01
354,7,1,15,0.98,7.55,5.45,295.56
354,7,1,18,0.98,7.61,5.5,292.6
354,7,1,21,0.98,7.67,5.54,290.76
354,7,2,0,0.97,7.72,5.56,289.68
354,7,2,3,0.96,7.76,5.61,288.95
354,7,2,6,0.94,7.79,5.65,288.46
354,7,2,9,0.92,7.82,5.65,288.02
354,7,2,12,0.9,7.84,5.61,287.11
354,7,2,15,0.89,7.69,5.45,284.13
354,7,2,18,0.91,7.23,5.13,274.68
354,7,2,21,1.01,6.59,4.67,245.97
354,7,3,0,1.18,6.4,4.54,210.9
354,7,3,3,1.4,6.48,4.59,186.12
354,7,3,6,1.78,6.37,4.77,171.17
354,7,3,9,2.25,6.62,5.08,167.3
354,7,3,12,2.48,7.07,5.39,170.04
354,7,3,15,2.27,7.32,5.37,176.14
354,7,3,18,1.92,7.4,5.3,182.6
354,7,3,21,1.67,7.41,5.25,188.66
354,7,4,0,1.58,7.23,5.13,193.18
354,7,4,3,1.57,7.08,5.02,193.79
354,7,4,6,1.61,7.04,4.99,191.7
354,7,4,9,1.64,7.09,5.03,192.18
354,7,4,12,1.6,7.31,5.18,203.15
354,7,4,15,1.54,7.74,5.49,220.89
354,7,4,18,1.53,8.04,5.7,238.74
354,7,4,21,1.53,8.2,5.81,254.06
354,7,5,0,1.55,8.14,5.77,265.54
354,7,5,3,1.53,8.4,5.96,270.1
354,7,5,6,1.5,8.6,6.1,272.89
354,7,5,9,1.46,8.65,6.13,274.85
354,7,5,12,1.41,8.6,6.1,276.23
354,7,5,15,1.37,8.51,6.03,277.33
354,7,5,18,1.35,8.23,5.84,278.86
354,7,5,21,1.38,7.8,5.53,282.17
354,7,6,0,1.43,7.6,5.39,286.16
354,7,6,3,1.47,7.55,5.36,289.44
354,7,6,6,1.45,7.71,5.47,290.36
354,7,6,9,1.42,7.87,5.58,290.61
354,7,6,12,1.37,8.05,5.71,290.53
354,7,6,15,1.31,8.18,5.8,290.46
354,7,6,18,1.26,8.19,5.8,290.55
354,7,6,21,1.22,8.16,5.79,289.83
354,7,7,0,1.19,8.07,5.72,286.94
354,7,7,3,1.19,7.86,5.57,280.03
354,7,7,6,1.21,7.55,5.36,268.62
354,7,7,9,1.23,7.31,5.18,258.59
354,7,7,12,1.19,7.39,5.24,257.15
354,7,7,15,1.14,7.54,5.35,259.42
354,7,7,18,1.1,7.66,5.43,262.71
354,7,7,21,1.07,7.79,5.52,266.41
354,7,8,0,1.08,7.93,5.62,270.32
354,7,8,3,1.1,8.09,5.74,274.29
354,7,8,6,1.14,8.27,5.86,278.05
354,7,8,9,1.2,8.39,5.95,281.65
354,7,8,12,1.25,8.4,5.96,285.17
354,7,8,15,1.31,8.24,5.84,288.97
354,7,8,18,1.37,7.93,5.62,293.17
354,7,8,21,1.43,7.53,5.34,298.21
354,7,9,0,1.49,7.26,5.14,303.71
354,7,9,3,1.5,7.17,5.08,308.08
354,7,9,6,1.43,7.18,5.09,309.75
354,7,9,9,1.39,7.06,5,312.93
354,7,9,12,1.34,7,4.96,313.9
354,7,9,15,1.32,6.87,4.87,314.71
354,7,9,18,1.34,6.71,4.76,316.84
354,7,9,21,1.37,6.65,4.72,319.66
354,7,10,0,1.35,6.66,4.72,322.13
354,7,10,3,1.32,6.63,4.73,324.38
354,7,10,6,1.3,6.56,4.72,326.39
354,7,10,9,1.29,6.52,4.71,328.3
354,7,10,12,1.27,6.5,4.71,330.1
354,7,10,15,1.27,6.46,4.71,332.38
354,7,10,18,1.29,6.43,4.75,334.57
354,7,10,21,1.33,6.42,4.77,336.84
354,7,11,0,1.35,6.45,4.81,338.97
354,7,11,3,1.3,6.58,4.94,340.08
354,7,11,6,1.23,6.67,5.01,340.54
354,7,11,9,1.16,6.72,5.02,340.87
354,7,11,12,1.1,6.73,5,341.34
354,7,11,15,1.04,6.75,5.01,341.76
354,7,11,18,0.98,6.76,5.04,342.29
354,7,11,21,0.93,6.74,5.06,343.53
354,7,12,0,0.89,6.72,5.07,345.27
354,7,12,3,0.86,6.71,5.09,347.12
354,7,12,6,0.83,6.72,5.11,348.84
354,7,12,9,0.79,6.75,5.12,350.22
354,7,12,12,0.76,6.79,5.14,351.05
354,7,12,15,0.73,6.86,5.14,351.15
354,7,12,18,0.7,6.94,5.14,350.43
354,7,12,21,0.67,7.03,5.14,348.85
354,7,13,0,0.65,7.13,5.14,346.65
354,7,13,3,0.64,7.23,5.13,344.17
354,7,13,6,0.62,7.2,5.11,341.62
354,7,13,9,0.62,7.12,5.05,339.82
354,7,13,12,0.62,7,4.96,339.24
354,7,13,15,0.63,6.93,4.91,338.76
354,7,13,18,0.63,6.89,4.88,337.85
354,7,13,21,0.64,6.86,4.87,335.8
354,7,14,0,0.64,6.86,4.87,331.28
354,7,14,3,0.63,6.86,4.86,324.18
354,7,14,6,0.63,6.81,4.85,315.81
354,7,14,9,0.62,6.76,4.84,308.69
354,7,14,12,0.61,6.71,4.82,304.43
354,7,14,15,0.6,6.65,4.8,303.75
354,7,14,18,0.6,6.58,4.77,307.51
354,7,14,21,0.6,6.49,4.74,315.73
354,7,15,0,0.62,6.39,4.73,326.42
354,7,15,3,0.64,6.32,4.76,336.64
354,7,15,6,0.67,6.31,4.81,344.38
354,7,15,9,0.69,6.35,4.87,349.52
354,7,15,12,0.71,6.41,4.92,352.85
354,7,15,15,0.73,6.47,4.95,355.07
354,7,15,18,0.75,6.52,4.97,356.27
354,7,15,21,0.76,6.55,4.97,356.61
354,7,16,0,0.78,6.54,4.93,356.31
354,7,16,3,0.81,6.48,4.85,355.9
354,7,16,6,0.85,6.4,4.72,356.77
354,7,16,9,0.89,6.31,4.67,1.36
354,7,16,12,0.93,6.24,4.66,39.49
354,7,16,15,0.96,6.2,4.68,132.7
354,7,16,18,0.98,6.22,4.78,154.69
354,7,16,21,0.98,6.28,4.85,167.55
354,7,17,0,0.98,6.36,4.9,185.11
354,7,17,3,0.97,6.45,4.91,216.85
354,7,17,6,0.96,6.54,4.92,254.33
354,7,17,9,0.95,6.62,4.96,275.34
354,7,17,12,0.94,6.68,4.96,282.77
354,7,17,15,0.93,6.73,4.93,284.54
354,7,17,18,0.92,6.77,4.97,289.46
354,7,17,21,0.9,6.79,5.08,295.94
354,7,18,0,0.89,6.81,5.12,299.1
354,7,18,3,0.89,6.82,5.12,301.4
354,7,18,6,0.89,6.8,5.09,303.39
354,7,18,9,0.9,6.77,5.05,305.04
354,7,18,12,0.9,6.73,5.02,306.24
354,7,18,15,0.9,6.7,5,307.02
354,7,18,18,0.91,6.66,4.78,308.32
354,7,18,21,0.96,6.42,4.55,310.13
354,7,19,0,0.95,6.37,4.56,310.48
354,7,19,3,0.92,6.4,4.59,310.18
354,7,19,6,0.9,6.4,4.58,310.05
354,7,19,9,0.88,6.38,4.55,310.34
354,7,19,12,0.84,6.4,4.57,310.48
354,7,19,15,0.81,6.45,4.64,309.91
354,7,19,18,0.78,6.5,4.68,308.92
354,7,19,21,0.75,6.57,4.74,307.81
354,7,20,0,0.73,6.66,4.86,306.62
354,7,20,3,0.72,6.76,4.98,305.33
354,7,20,6,0.71,6.87,5.06,304.21
354,7,20,9,0.71,6.97,5.12,303.63
354,7,20,12,0.72,7.04,5.15,304.17
354,7,20,15,0.74,7.07,5.14,306.28
354,7,20,18,0.76,7.07,5.08,309.81
354,7,20,21,0.8,6.86,4.86,314.8
354,7,21,0,0.87,6.54,4.64,321.3
354,7,21,3,0.94,6.42,4.55,326.73
354,7,21,6,1.03,6.28,4.47,330.49
354,7,21,9,1.08,6.15,4.46,332.29
354,7,21,12,1.06,6.17,4.48,330.82
354,7,21,15,1.02,6.25,4.5,327.89
354,7,21,18,0.96,6.4,4.57,324.66
354,7,21,21,0.91,6.52,4.62,321.23
354,7,22,0,0.87,6.6,4.68,317.89
354,7,22,3,0.84,6.74,4.78,314.62
354,7,22,6,0.82,6.83,4.85,311.4
354,7,22,9,0.81,6.89,4.88,308.81
354,7,22,12,0.81,6.94,4.92,306.54
354,7,22,15,0.81,6.96,4.94,304.69
354,7,22,18,0.83,6.88,4.88,303.82
354,7,22,21,0.84,6.83,4.85,303.68
354,7,23,0,0.84,6.91,4.9,303.46
354,7,23,3,0.84,7.08,5.02,302.78
354,7,23,6,0.83,7.25,5.15,302.2
354,7,23,9,0.82,7.29,5.26,301.8
354,7,23,12,0.82,7.35,5.34,301.52
354,7,23,15,0.82,7.44,5.4,301.23
354,7,23,18,0.82,7.54,5.44,301.11
354,7,23,21,0.82,7.64,5.44,301.51
354,7,24,0,0.82,7.58,5.37,302.97
354,7,24,3,0.82,7.4,5.24,306.05
354,7,24,6,0.83,7.22,5.12,310.66
354,7,24,9,0.85,7.08,5.02,316.93
354,7,24,12,0.88,6.99,4.96,325.4
354,7,24,15,0.92,6.99,4.96,335.01
354,7,24,18,0.96,7.02,5.01,343.7
354,7,24,21,1.02,7.06,5.09,350.7
354,7,25,0,1.11,7.14,5.06,354.99
354,7,25,3,1.23,7.28,5.19,358.1
354,7,25,6,1.36,7.45,5.38,359.5
354,7,25,9,1.47,7.6,5.5,359.73
